id,category,topic,difficulty,source,created_at,question,answer
1426,product_faq,fewshot,easy,seed://it_support/passwords,2025-10-09,"FYI, How can I delete my TaskFlow account and data?","For the mobile app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
1427,developer,sso,easy,seed://it_support/vpn,2025-07-14,Does HealthSync integrate with Google Sheets?,"For the mobile app, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
1428,data_engineering_llm,printer,easy,seed://data_engineering_llm/chunking,2025-07-16,New to EduTrack: How can I export my data as JSON?,"Yes. By default, data is hosted in Canada. Contact support to request a region change."
1429,product_faq,holidays,medium,seed://security_compliance/pii,2025-06-09,How can I export my data as PDF?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
1430,hr_policy,chunking,easy,seed://developer/ratelimits,2025-10-27,Could you help me with this—How do I reset my AcmeCloud password?,Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
1431,it_support,validation,easy,seed://developer/ratelimits,2024-12-19,Quick question: Why am I getting a duplicate records when using the web app?,Open Billing → Address and update your details. Changes apply to future invoices only.
1432,hr_policy,vpn,easy,seed://hr_policy/payroll,2025-01-19,Could you help me with this—Can I change my DataWave Pro plan?,Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
1433,product_faq,sdk,easy,seed://it_support/vpn,2025-04-01,Quick question: Why was my account locked for suspicious activity?,Enable 2FA in Settings → Security. Choose **email** and follow the verification steps.
1434,developer,payroll,easy,seed://hr_policy/benefits,2024-11-18,"FYI, How can I delete my DataWave account and data?","For the admin panel, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
1435,product_faq,leave,easy,seed://it_support/device,2025-07-31,Sorry if this is basic—Where can I see system status and uptime for EduTrack?,"For the admin panel, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
1436,developer,dlp,easy,seed://data_engineering_llm/rag,2025-07-29,"In simple terms, Why am I getting a timeout when using the API?",Imports typically complete within 7 days. Large files or validation errors can take longer.
1437,security_compliance,pii,easy,seed://it_support/wifi,2025-10-12,Sorry if this is basic—How do I add a new user with the owner role?,Yes. Visit Integrations and connect **Slack**. You may need admin permissions in both systems.
1438,developer,auth,easy,seed://hr_policy/pto,2025-04-27,"In simple terms, How do I roll back to a previous version of my data?",Yes. Visit Integrations and connect **Slack**. You may need admin permissions in both systems.
1439,product_faq,payroll,medium,seed://hr_policy/reimbursement,2024-12-06,New to DataWave: Why was my account locked for suspicious activity?,Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
1440,product_faq,workspaces,easy,seed://data_engineering_llm/fewshot,2024-11-14,How do I reset my AcmeCloud password?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
1441,it_support,api,easy,seed://hr_policy/holidays,2025-09-15,"FYI, Where can I find my API key in TaskFlow?","Yes. By default, data is hosted in US. Contact support to request a region change."
1442,data_engineering_llm,filters,easy,seed://developer/webhooks,2024-11-08,"In simple terms, Where can I see system status and uptime for HealthSync?",Check status.healthsync.com for real‑time uptime and incident history. Subscribe for alerts.
1443,security_compliance,pagination,medium,seed://product_faq/roles,2025-07-27,Quick question: How do I enable two‑factor authentication via push notification?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
1444,security_compliance,secrets,easy,seed://it_support/passwords,2025-02-25,"In simple terms, How do I cancel my subscription to PaySphere?",Imports typically complete within 7 days. Large files or validation errors can take longer.
1445,developer,pto,easy,seed://data_engineering_llm/rag,2025-05-06,Quick question: How do I resolve duplicate records after import?,"The current max upload size is **10 MB** per file. For larger data, use the bulk import API."
1446,product_faq,holidays,easy,seed://it_support/vpn,2025-10-20,Sorry if this is basic—How do I set up webhooks in SecureID?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
1447,developer,printer,medium,seed://product_faq/exports,2025-10-20,New to BrightMail: Can I schedule exports to Slack?,Open Reports → Export and choose **JSON**. Exports are emailed and available in your download history.
1448,security_compliance,payroll,medium,seed://data_engineering_llm/tokenization,2024-11-09,"In simple terms, How do I resolve duplicate records after import?",Check status.paysphere.com for real‑time uptime and incident history. Subscribe for alerts.
1449,product_faq,jsonl,medium,seed://data_engineering_llm/fewshot,2025-06-14,How do I set up webhooks in ShopNest?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
1450,product_faq,exports,medium,seed://it_support/wifi,2024-12-29,"In simple terms, How can I export my data as PDF?",Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
1451,product_faq,wifi,easy,seed://hr_policy/reimbursement,2025-03-15,New to ShopNest: Does ShopNest integrate with HubSpot?,"Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
1452,hr_policy,sso,easy,seed://hr_policy/reimbursement,2025-04-22,How do I resolve duplicate records after import?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
1453,hr_policy,device,easy,seed://developer/api,2025-10-24,"In simple terms, How do I resolve duplicate records after import?",Check status.healthsync.com for real‑time uptime and incident history. Subscribe for alerts.
1454,product_faq,pii,easy,seed://developer/api,2025-01-05,"In simple terms, Why was my account locked for suspicious activity?",Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
1455,developer,chunking,medium,seed://security_compliance/pii,2025-09-19,New to ShopNest: How do I update my billing address for ShopNest?,Enable 2FA in Settings → Security. Choose **email** and follow the verification steps.
1456,product_faq,pagination,easy,seed://security_compliance/phishing,2025-03-06,New to HealthSync: How do I import a Parquet file into the admin panel?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
1457,hr_policy,sso,medium,seed://data_engineering_llm/fewshot,2025-04-08,Could you help me with this—How do I update my billing address for EduTrack?,Open Billing → Plans and click **Change plan**. You can switch between Enterprise tiers at any time; proration is applied automatically.
1458,product_faq,encryption,medium,seed://product_faq/exports,2025-07-13,Could you help me with this—What is the max upload size for Parquet files?,Yes. Visit Integrations and connect **Make**. You may need admin permissions in both systems.
1459,hr_policy,printer,easy,seed://it_support/device,2025-08-28,"FYI, How do I roll back to a previous version of my data?","From Settings → Account, click **Delete account**. We queue deletion for 7 days; backups purge afterward."
1460,product_faq,filters,medium,seed://it_support/sso,2025-07-27,Could you help me with this—What are the ShopNest rate limits for the dashboard?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
1461,data_engineering_llm,pii,easy,seed://product_faq/dashboards,2025-10-15,Could you help me with this—Can I change my SecureID Education plan?,Open Billing → Plans and click **Change plan**. You can switch between Nonprofit tiers at any time; proration is applied automatically.
